id,domains,phase,service,title,url,silver_page,priority,status,doc_title,attempts,err,raw_path,md_path,bytes_html,bytes_md,fetched_at
CMP-20,"D2,D3",3,Amazon ECR,Amazon ECR - What is (container registry),https://docs.aws.amazon.com/AmazonECR/latest/userguide/what-is-ecr.html,contenedores.html,2,ok,What is Amazon Elastic Container Registry?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/3-computo/CMP-20.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/3-computo/CMP-20.md,25450,972,2026-09-11T03:30:38
CMP-21,"D3,D4",3,AWS Batch,"AWS Batch - What is (batch jobs, queues)",https://docs.aws.amazon.com/batch/latest/userguide/what-is-batch.html,otros-compute.html,2,ok,What is AWS Batch? - AWS Batch,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/3-computo/CMP-21.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/3-computo/CMP-21.md,25497,1352,2026-09-11T03:30:45
CMP-22,D2,3,AWS Elastic Beanstalk,AWS Elastic Beanstalk - Welcome (PaaS deployment),https://docs.aws.amazon.com/elasticbeanstalk/latest/dg/Welcome.html,otros-compute.html,2,ok,What is AWS Elastic Beanstalk?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/3-computo/CMP-22.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/3-computo/CMP-22.md,24348,1080,2026-09-11T03:11:21
CMP-23,D3,3,Amazon EMR,Amazon EMR - What is (big data clusters),https://docs.aws.amazon.com/emr/latest/ManagementGuide/emr-what-is-emr.html,otros-compute.html,2,ok,What is Amazon EMR? - Amazon EMR,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/3-computo/CMP-23.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/3-computo/CMP-23.md,12145,2025,2026-09-11T03:11:26
CMP-24,D4,3,AWS Outposts,AWS Outposts - What is (hybrid compute),https://docs.aws.amazon.com/outposts/latest/userguide/what-is-outposts.html,otros-compute.html,3,ok,What is AWS Outposts? - AWS Outposts,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/3-computo/CMP-24.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/3-computo/CMP-24.md,65242,1487,2026-09-11T03:11:30
CMP-25,D4,3,AWS Snow Family,AWS Snow Family - What is (edge data migration),https://docs.aws.amazon.com/snowball/latest/developer-guide/whatis-snowball.html,migracion.html,2,ok,What is Snowball Edge? - AWS Snowball Edge Developer Guide,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/3-computo/CMP-25.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/3-computo/CMP-25.md,40341,1031,2026-09-11T03:11:39
STG-01,"D2,D3,D4",4,Amazon S3,Amazon S3 - User Guide (Welcome),https://docs.aws.amazon.com/AmazonS3/latest/userguide/Welcome.html,s3.html,1,ok,What is Amazon S3? - Amazon Simple Storage Service,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/4-almacenamiento/STG-01.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/4-almacenamiento/STG-01.md,89948,1483,2026-09-11T03:11:50
STG-02,D4,4,Amazon S3,"S3 - Storage classes (Standard, IA, One Zone IA, Glacier tiers)",https://docs.aws.amazon.com/AmazonS3/latest/userguide/storage-class-intro.html,s3.html,1,ok,Understanding and managing Amazon S3 storage classes,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/4-almacenamiento/STG-02.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/4-almacenamiento/STG-02.md,61898,6761,2026-09-11T03:11:54
STG-03,D4,4,Amazon S3,"S3 - Managing lifecycle (transitions, expiration)",https://docs.aws.amazon.com/AmazonS3/latest/userguide/object-lifecycle-mgmt.html,s3.html,1,ok,Managing the lifecycle of objects,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/4-almacenamiento/STG-03.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/4-almacenamiento/STG-03.md,26943,2290,2026-09-11T03:11:55
STG-04,D1,4,Amazon S3,"S3 - Protecting data with server-side encryption (SSE-S3, SSE-KMS, SSE-C, DSSE)",https://docs.aws.amazon.com/AmazonS3/latest/userguide/protecting-data-encryption.html,s3.html,1,ok,What is Amazon S3? - Amazon Simple Storage Service,2,,/home/z/my-project/download/saa-study-pack/bronze/raw/4-almacenamiento/STG-04.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/4-almacenamiento/STG-04.md,89960,1494,2026-09-11T03:12:06
STG-05,D2,4,Amazon S3,"S3 - Replication (CRR, SRR)",https://docs.aws.amazon.com/AmazonS3/latest/userguide/replication.html,s3.html,1,ok,Replicating objects within and across Regions,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/4-almacenamiento/STG-05.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/4-almacenamiento/STG-05.md,40896,12369,2026-09-11T03:12:08
STG-06,"D1,D2",4,Amazon S3,"S3 - Versioning (MFA delete, protection)",https://docs.aws.amazon.com/AmazonS3/latest/userguide/Versioning.html,s3.html,1,ok,Retaining multiple versions of objects with S3 Versioning,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/4-almacenamiento/STG-06.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/4-almacenamiento/STG-06.md,24074,1926,2026-09-11T03:12:14
STG-07,D2,4,Amazon S3,"S3 - Event notifications (SQS, SNS, Lambda triggers)",https://docs.aws.amazon.com/AmazonS3/latest/userguide/EventNotifications.html,s3.html,2,ok,Amazon S3 Event Notifications - Amazon Simple Storage Service,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/4-almacenamiento/STG-07.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/4-almacenamiento/STG-07.md,20277,1065,2026-09-11T03:30:47
STG-08,D3,4,Amazon S3,"S3 - Performance guidelines (prefixes, multipart, byte-range)",https://docs.aws.amazon.com/AmazonS3/latest/userguide/optimizing-performance.html,s3.html,1,ok,Best practices design patterns: optimizing Amazon S3 performance,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/4-almacenamiento/STG-08.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/4-almacenamiento/STG-08.md,16928,3995,2026-09-11T03:20:25
STG-09,"D2,D4",4,Amazon S3,S3 - Website hosting (static hosting),https://docs.aws.amazon.com/AmazonS3/latest/userguide/WebsiteHosting.html,s3.html,2,ok,Hosting a static website using Amazon S3,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/4-almacenamiento/STG-09.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/4-almacenamiento/STG-09.md,16610,755,2026-09-11T03:20:33
STG-10,D4,4,Amazon S3,S3 - Requester Pays buckets,https://docs.aws.amazon.com/AmazonS3/latest/userguide/RequesterPaysBuckets.html,s3.html,2,ok,Using Requester Pays general purpose buckets for storage transfers and usage,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/4-almacenamiento/STG-10.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/4-almacenamiento/STG-10.md,22890,1425,2026-09-11T03:20:40
STG-11,D4,4,S3 Glacier,"S3 Glacier - Storage classes (Instant, Flexible, Deep Archive)",https://docs.aws.amazon.com/amazonglacier/latest/dev/introducing-storage-classes.html,s3.html,1,ok,What Is Amazon Glacier? - Amazon Glacier,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/4-almacenamiento/STG-11.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/4-almacenamiento/STG-11.md,26090,1822,2026-09-11T03:20:48
STG-12,"D3,D4",4,Amazon EFS,"Amazon EFS - What is (NFS, Elastic, shared)",https://docs.aws.amazon.com/efs/latest/ug/whatisefs.html,efs-fsx.html,1,ok,,0,descargado en ejecución anterior,/home/z/my-project/download/saa-study-pack/bronze/raw/4-almacenamiento/STG-12.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/4-almacenamiento/STG-12.md,18407,4434,previo
STG-13,"D3,D4",4,Amazon FSx,Amazon FSx for Windows File Server - What is,https://docs.aws.amazon.com/fsx/latest/WindowsGuide/what-is.html,efs-fsx.html,1,ok,,0,descargado en ejecución anterior,/home/z/my-project/download/saa-study-pack/bronze/raw/4-almacenamiento/STG-13.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/4-almacenamiento/STG-13.md,45425,12872,previo
STG-14,"D3,D4",4,AWS Storage Gateway,"AWS Storage Gateway - What is (hybrid: file, volume, tape)",https://docs.aws.amazon.com/storagegateway/latest/userguide/WhatIsStorageGateway.html,storage-hibrido.html,1,ok,AWS Storage Gateway Documentation,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/4-almacenamiento/STG-14.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/4-almacenamiento/STG-14.md,23623,3051,2026-09-11T03:20:53
STG-15,"D3,D4",4,AWS DataSync,"AWS DataSync - What is (data transfer, migration)",https://docs.aws.amazon.com/datasync/latest/userguide/what-is-datasync.html,storage-hibrido.html,1,ok,What is AWS DataSync? - AWS DataSync,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/4-almacenamiento/STG-15.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/4-almacenamiento/STG-15.md,25764,5316,2026-09-11T03:21:00
STG-16,"D2,D4",4,AWS Transfer Family,AWS Transfer Family - What is (SFTP/FTPS/FTP),https://docs.aws.amazon.com/transfer/latest/userguide/what-is-aws-transfer-family.html,storage-hibrido.html,2,ok,What is AWS Transfer Family?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/4-almacenamiento/STG-16.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/4-almacenamiento/STG-16.md,53035,2442,2026-09-11T03:21:09
STG-17,"D1,D2,D4",4,AWS Backup,AWS Backup - What is (centralized backups),https://docs.aws.amazon.com/aws-backup/latest/devguide/whatisawsbackup.html,backup.html,1,ok,What is AWS Backup? - AWS Backup,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/4-almacenamiento/STG-17.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/4-almacenamiento/STG-17.md,42448,7306,2026-09-11T03:21:20
DB-01,"D2,D3,D4",5,Amazon RDS,Amazon RDS - User Guide (Welcome),https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Welcome.html,rds.html,1,ok,What is Amazon Relational Database Service (Amazon RDS)?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/5-bases-de-datos/DB-01.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/5-bases-de-datos/DB-01.md,84356,1496,2026-09-11T03:21:32
DB-02,D2,5,Amazon RDS,"RDS - Multi-AZ deployments (HA, standby)",https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/Concepts.MultiAZ.html,rds.html,1,ok,Configuring and managing a Multi-AZ deployment for Amazon RDS,2,,/home/z/my-project/download/saa-study-pack/bronze/raw/5-bases-de-datos/DB-02.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/5-bases-de-datos/DB-02.md,15153,3032,2026-09-11T03:11:28
DB-03,"D2,D3",5,Amazon RDS,"RDS - Read replicas (scaling reads, promotion)",https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/USER_ReadRepl.html,rds.html,1,ok,Working with DB instance read replicas,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/5-bases-de-datos/DB-03.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/5-bases-de-datos/DB-03.md,33022,2129,2026-09-11T03:11:34
DB-04,"D2,D4",5,Amazon RDS,"RDS - Backup and restore (automated, snapshots)",https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/backup-restore.html,rds.html,1,ok,What is Amazon Relational Database Service (Amazon RDS)?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/5-bases-de-datos/DB-04.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/5-bases-de-datos/DB-04.md,84358,1499,2026-09-11T03:11:49
DB-05,"D2,D3,D4",5,Amazon Aurora,"Amazon Aurora - Overview (compatibility, storage model)",https://docs.aws.amazon.com/AmazonRDS/latest/AuroraUserGuide/CHAP_AuroraOverview.html,aurora.html,1,ok,What is Amazon Aurora? - Amazon Aurora,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/5-bases-de-datos/DB-05.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/5-bases-de-datos/DB-05.md,19922,5597,2026-09-11T03:11:57
DB-06,D4,5,Amazon Aurora,"Aurora Serverless (v1/v2, ACU, pay per use)",https://docs.aws.amazon.com/AmazonRDS/latest/AuroraUserGuide/aurora-serverless.html,aurora.html,1,ok,What is Amazon Aurora? - Amazon Aurora,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/5-bases-de-datos/DB-06.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/5-bases-de-datos/DB-06.md,19913,5587,2026-09-11T03:12:05
DB-07,D2,5,Amazon Aurora,Aurora Global Database (cross-region DR),https://docs.aws.amazon.com/AmazonRDS/latest/AuroraUserGuide/aurora-global-database.html,aurora.html,1,ok,Using Amazon Aurora Global Database,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/5-bases-de-datos/DB-07.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/5-bases-de-datos/DB-07.md,37929,3460,2026-09-11T03:12:10
DB-08,"D2,D3",5,Amazon RDS,"RDS Proxy (connection pooling, failover)",https://docs.aws.amazon.com/AmazonRDS/latest/UserGuide/rds-proxy.html,rds.html,1,ok,Amazon RDS Proxy - Amazon Relational Database Service,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/5-bases-de-datos/DB-08.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/5-bases-de-datos/DB-08.md,49727,1318,2026-09-11T03:21:47
DB-09,"D2,D3,D4",5,Amazon DynamoDB,Amazon DynamoDB - Developer Guide (Introduction),https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/Introduction.html,dynamodb.html,1,ok,What is Amazon DynamoDB? - Amazon DynamoDB,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/5-bases-de-datos/DB-09.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/5-bases-de-datos/DB-09.md,69700,22344,2026-09-11T03:21:54
DB-10,"D3,D4",5,Amazon DynamoDB,DynamoDB - Read/write capacity modes (provisioned vs on-demand),https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/HowItWorks.ReadWriteCapacityMode.html,dynamodb.html,1,ok,DynamoDB throughput capacity - Amazon DynamoDB,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/5-bases-de-datos/DB-10.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/5-bases-de-datos/DB-10.md,19783,3958,2026-09-11T03:22:06
DB-11,D2,5,Amazon DynamoDB,DynamoDB - Global tables (multi-region replication),https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/GlobalTables.html,dynamodb.html,1,ok,"Global tables - multi-active, multi-Region replication",1,,/home/z/my-project/download/saa-study-pack/bronze/raw/5-bases-de-datos/DB-11.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/5-bases-de-datos/DB-11.md,23034,5455,2026-09-11T03:22:12
DB-12,D3,5,Amazon DynamoDB,DynamoDB - Partitions and data distribution,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/HowItWorks.Partitions.html,dynamodb.html,1,ok,Partitions and data distribution in DynamoDB,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/5-bases-de-datos/DB-12.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/5-bases-de-datos/DB-12.md,28541,3324,2026-09-11T03:22:20
DB-13,D3,5,DynamoDB DAX,DynamoDB DAX - In-memory acceleration,https://docs.aws.amazon.com/amazondynamodb/latest/developerguide/DAX.html,dynamodb.html,2,ok,In-memory acceleration with DynamoDB Accelerator (DAX),1,,/home/z/my-project/download/saa-study-pack/bronze/raw/5-bases-de-datos/DB-13.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/5-bases-de-datos/DB-13.md,29771,7805,2026-09-11T03:22:25
DB-14,"D3,D4",5,Amazon ElastiCache,"ElastiCache for Redis - What is (caching, session store)",https://docs.aws.amazon.com/AmazonElastiCache/latest/red-ug/WhatIs.html,elasticache.html,1,ok,What is Amazon ElastiCache? - Amazon ElastiCache,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/5-bases-de-datos/DB-14.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/5-bases-de-datos/DB-14.md,18317,937,2026-09-11T03:22:32
DB-15,D3,5,Amazon ElastiCache,ElastiCache for Memcached - What is,https://docs.aws.amazon.com/AmazonElastiCache/latest/mem-ug/WhatIs.html,elasticache.html,2,ok,What is Amazon ElastiCache? - Amazon ElastiCache,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/5-bases-de-datos/DB-15.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/5-bases-de-datos/DB-15.md,18314,933,2026-09-11T03:22:38
DB-16,"D3,D4",5,Amazon Redshift,"Amazon Redshift - What is (data warehouse, columnar)",https://docs.aws.amazon.com/redshift/latest/mgmt/overview.html,analytics.html,1,ok,Amazon Redshift provisioned clusters overview,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/5-bases-de-datos/DB-16.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/5-bases-de-datos/DB-16.md,34932,1045,2026-09-11T03:22:43
DB-17,D3,5,Amazon DocumentDB,Amazon DocumentDB - What is (MongoDB compatible),https://docs.aws.amazon.com/documentdb/latest/developerguide/what-is.html,analytics.html,3,ok,What is Amazon DocumentDB (with MongoDB compatibility),1,,/home/z/my-project/download/saa-study-pack/bronze/raw/5-bases-de-datos/DB-17.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/5-bases-de-datos/DB-17.md,91242,6174,2026-09-11T03:22:49
DB-18,D3,5,Amazon Neptune,Amazon Neptune - What is (graph database),https://docs.aws.amazon.com/neptune/latest/userguide/intro.html,analytics.html,3,ok,What Is Amazon Neptune? - Amazon Neptune,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/5-bases-de-datos/DB-18.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/5-bases-de-datos/DB-18.md,17129,6528,2026-09-11T03:22:56
INT-01,D2,6,Amazon SQS,"Amazon SQS - Developer Guide (Welcome, queues, visibility timeout)",https://docs.aws.amazon.com/AWSSimpleQueueService/latest/SQSDeveloperGuide/welcome.html,sqs-sns.html,1,ok,What is Amazon Simple Queue Service?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/6-integracion-y-analytics/INT-01.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/6-integracion-y-analytics/INT-01.md,33001,3388,2026-09-11T03:23:03
INT-02,D2,6,Amazon SQS,"SQS - FIFO queues (ordering, exactly-once, high throughput)",https://docs.aws.amazon.com/AWSSimpleQueueService/latest/SQSDeveloperGuide/FIFO-queues.html,sqs-sns.html,1,ok,What is Amazon Simple Queue Service?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/6-integracion-y-analytics/INT-02.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/6-integracion-y-analytics/INT-02.md,33003,3392,2026-09-11T03:23:12
INT-03,D2,6,Amazon SNS,"Amazon SNS - Developer Guide (Welcome, pub/sub, topics)",https://docs.aws.amazon.com/sns/latest/dg/welcome.html,sqs-sns.html,1,ok,What is Amazon SNS? - Amazon Simple Notification Service,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/6-integracion-y-analytics/INT-03.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/6-integracion-y-analytics/INT-03.md,33696,1556,2026-09-11T03:23:18
INT-04,D2,6,Amazon EventBridge,"Amazon EventBridge - What is (event bus, rules, SaaS events)",https://docs.aws.amazon.com/eventbridge/latest/userguide/eb-what-is.html,eventbridge.html,1,ok,What Is Amazon EventBridge? - Amazon EventBridge,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/6-integracion-y-analytics/INT-04.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/6-integracion-y-analytics/INT-04.md,16096,2725,2026-09-11T03:23:20
INT-05,D2,6,AWS Step Functions,"AWS Step Functions - Welcome (workflows, states)",https://docs.aws.amazon.com/step-functions/latest/dg/welcome.html,step-functions.html,1,ok,What is Step Functions? - AWS Step Functions,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/6-integracion-y-analytics/INT-05.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/6-integracion-y-analytics/INT-05.md,47799,778,2026-09-11T03:23:25
INT-06,D2,6,AWS AppSync,AWS AppSync - What is (managed GraphQL),https://docs.aws.amazon.com/appsync/latest/devguide/what-is-appsync.html,apigateway.html,2,ok,What is AWS AppSync? - AWS AppSync GraphQL,2,,/home/z/my-project/download/saa-study-pack/bronze/raw/6-integracion-y-analytics/INT-06.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/6-integracion-y-analytics/INT-06.md,26842,1116,2026-09-11T03:11:23
INT-07,D2,6,Amazon MQ,Amazon MQ - Welcome (managed ActiveMQ/RabbitMQ),https://docs.aws.amazon.com/amazon-mq/latest/developer-guide/welcome.html,sqs-sns.html,3,ok,What is Amazon MQ? - Amazon MQ,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/6-integracion-y-analytics/INT-07.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/6-integracion-y-analytics/INT-07.md,23803,5246,2026-09-11T03:11:27
INT-08,D2,6,AWS Amplify,"AWS Amplify - Welcome (web/mobile hosting, CI/CD)",https://docs.aws.amazon.com/amplify/latest/userguide/welcome.html,apigateway.html,3,ok,Welcome to AWS Amplify Hosting,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/6-integracion-y-analytics/INT-08.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/6-integracion-y-analytics/INT-08.md,28055,3958,2026-09-11T03:11:35
INT-09,D3,6,Amazon Kinesis,"Kinesis Data Streams - Introduction (shards, consumers)",https://docs.aws.amazon.com/streams/latest/dev/introduction.html,kinesis.html,1,ok,What is Amazon Kinesis Data Streams?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/6-integracion-y-analytics/INT-09.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/6-integracion-y-analytics/INT-09.md,24085,6014,2026-09-11T03:11:39
INT-10,D3,6,Kinesis Firehose,Kinesis Data Firehose - What is (delivery streams),https://docs.aws.amazon.com/firehose/latest/dev/what-is-this-service.html,kinesis.html,1,ok,What is Amazon Data Firehose?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/6-integracion-y-analytics/INT-10.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/6-integracion-y-analytics/INT-10.md,26325,2837,2026-09-11T03:11:49
INT-11,D3,6,Amazon MSK,Amazon MSK - What is (managed Kafka),https://docs.aws.amazon.com/msk/latest/developerguide/what-is-msk.html,kinesis.html,3,ok,Welcome to the Amazon MSK Developer Guide,2,,/home/z/my-project/download/saa-study-pack/bronze/raw/6-integracion-y-analytics/INT-11.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/6-integracion-y-analytics/INT-11.md,17352,4937,2026-09-11T03:11:56
INT-12,D3,6,AWS Glue,"AWS Glue - What is (serverless ETL, catalog)",https://docs.aws.amazon.com/glue/latest/dg/what-is-glue.html,analytics.html,1,ok,What is AWS Glue? - AWS Glue,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/6-integracion-y-analytics/INT-12.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/6-integracion-y-analytics/INT-12.md,38548,9362,2026-09-11T03:12:03
INT-13,"D3,D4",6,Amazon Athena,Amazon Athena - What is (S3 SQL queries),https://docs.aws.amazon.com/athena/latest/ug/what-is-athena.html,analytics.html,1,ok,What is Amazon Athena? - Amazon Athena,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/6-integracion-y-analytics/INT-13.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/6-integracion-y-analytics/INT-13.md,10307,2132,2026-09-11T03:12:10
INT-14,D3,6,AWS Lake Formation,AWS Lake Formation - What is (data lake governance),https://docs.aws.amazon.com/lakeformation/latest/dg/what-is-lake-formation.html,analytics.html,2,ok,Amazon Web Services Documentation,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/6-integracion-y-analytics/INT-14.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/6-integracion-y-analytics/INT-14.md,35484,287,2026-09-11T03:23:42
INT-15,D3,6,Amazon QuickSight,Amazon QuickSight - Welcome (BI visualization),https://docs.aws.amazon.com/quicksight/latest/user/welcome.html,analytics.html,2,ok,What is Amazon Quick? - Amazon Quick,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/6-integracion-y-analytics/INT-15.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/6-integracion-y-analytics/INT-15.md,22919,1569,2026-09-11T03:23:50
INT-16,D3,6,Amazon OpenSearch,"Amazon OpenSearch Service - What is (search, analytics)",https://docs.aws.amazon.com/opensearch-service/latest/developerguide/what-is.html,analytics.html,2,ok,What is Amazon OpenSearch Service?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/6-integracion-y-analytics/INT-16.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/6-integracion-y-analytics/INT-16.md,73109,2162,2026-09-11T03:23:56
SEC-01,D1,7,AWS KMS,"AWS KMS - Overview (CMKs, envelope encryption)",https://docs.aws.amazon.com/kms/latest/developerguide/overview.html,kms.html,1,ok,AWS Key Management Service - AWS Key Management Service,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/7-seguridad-migracion-dr/SEC-01.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/7-seguridad-migracion-dr/SEC-01.md,24880,1276,2026-09-11T03:24:01
SEC-02,D1,7,AWS CloudHSM,AWS CloudHSM - Introduction (single-tenant HSM),https://docs.aws.amazon.com/cloudhsm/latest/userguide/introduction.html,kms.html,3,ok,What is AWS CloudHSM? - AWS CloudHSM,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/7-seguridad-migracion-dr/SEC-02.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/7-seguridad-migracion-dr/SEC-02.md,14450,3186,2026-09-11T03:30:52
SEC-03,D1,7,AWS ACM,AWS Certificate Manager - Overview (TLS certs),https://docs.aws.amazon.com/acm/latest/userguide/acm-overview.html,kms.html,1,ok,What is AWS Certificate Manager?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/7-seguridad-migracion-dr/SEC-03.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/7-seguridad-migracion-dr/SEC-03.md,18870,1078,2026-09-11T03:30:58
SEC-04,D1,7,Secrets Manager,AWS Secrets Manager - Introduction (rotation),https://docs.aws.amazon.com/secretsmanager/latest/userguide/intro.html,secrets.html,1,ok,What is AWS Secrets Manager?,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/7-seguridad-migracion-dr/SEC-04.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/7-seguridad-migracion-dr/SEC-04.md,24222,5602,2026-09-11T03:31:05
SEC-05,D1,7,Amazon Cognito,"Amazon Cognito - What is (user pools, identity pools)",https://docs.aws.amazon.com/cognito/latest/userguide/what-is-amazon-cognito.html,cognito.html,1,ok,Amazon Web Services Documentation,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/7-seguridad-migracion-dr/SEC-05.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/7-seguridad-migracion-dr/SEC-05.md,35481,284,2026-09-11T03:31:09
SEC-06,D1,7,Amazon GuardDuty,Amazon GuardDuty - What is (threat detection),https://docs.aws.amazon.com/guardduty/latest/ug/what-is-guardduty.html,deteccion.html,1,ok,What is Amazon GuardDuty? - Amazon GuardDuty,1,,/home/z/my-project/download/saa-study-pack/bronze/raw/7-seguridad-migracion-dr/SEC-06.html,/home/z/my-project/download/saa-study-pack/bronze/markdown/7-seguridad-migracion-dr/SEC-06.md,40510,13797,2026-09-11T03:31:15
